Time_s,LapID,Speed,Distance,Throttle,Brake
13.030000000000001,3,75.76807924813335,928.8523746129235,20.55573082205236,3.310473915162805e-05
13.040000000000001,3,75.8643259936316,929.0644873543596,20.682723363280946,2.540540034007185e-05
13.05,3,75.93792037905037,929.2762946997597,20.696048383168897,1.7698936785965442e-05
13.06,3,75.98610463857666,929.4877369289941,20.580592250921683,1.0445529973789394e-05
13.07,3,76.00612100639754,929.6987543219321,20.321241335744787,4.105361388024529e-06
13.08,3,75.9952222521997,929.9092872577335,19.902925011272593,-8.623294427140638e-07
13.09,3,75.95289467160887,930.1192971648962,19.319689590071267,-4.19799763331829e-06
13.1,3,75.88360785161456,930.3287924357744,18.585922479587705,-6.087643423109257e-06
13.11,3,75.79250565118788,930.5377878172396,17.718763370719902,-6.77755222680638e-06
13.120000000000001,3,75.68473192929996,930.7462980561631,16.735351954365683,-6.514009459128961e-06
13.13,3,75.5654305449219,930.9543378994166,15.652827921423398,-5.543300534796546e-06
13.14,3,75.43974535702482,931.1619220938712,14.488330962790874,-4.111710868528581e-06
13.15,3,75.31282022457981,931.3690653863986,13.259000769366112,-2.4655258750444865e-06
13.16,3,75.18979900655798,931.5757825238701,11.981977032047116,-8.510309690636774e-07
13.17,3,75.07574265797153,931.7820878135104,10.6744329023734,4.886658585864172e-07
13.18,3,74.97248924242847,931.9879784712723,9.354842314323811,1.4339789708794405e-06
13.19,3,74.87769017360999,932.1934295109411,8.04336896427423,2.0257826373344977e-06
13.200000000000001,3,74.78871706433574,932.3984144624945,6.760289478265467,2.315674933106186e-06
13.21,3,74.70294152742552,932.6029068559101,5.525880482339014,2.35525393334898e-06
13.22,3,74.617735175699,932.8068802211653,4.360418602535676,2.196117713217526e-06
13.23,3,74.5304696219759,933.0103080882379,3.2841804648964836,1.8898643478663926e-06
13.24,3,74.4385164790759,933.2131639871051,2.3174426954624776,1.4880919124501553e-06
13.25,3,74.33924735981876,933.4154214477448,1.4804819202746866,1.0423984821233743e-06
13.26,3,74.23003387702417,933.6170540001342,0.7935747653741467,6.043821320406234e-07
13.27,3,74.10824764351182,933.818035174251,0.2769978568018918,2.256409373564778e-07
13.280000000000001,3,73.97126961456897,934.0183385354883,-0.04906485450566096,-4.234390398846008e-08
13.290000000000001,3,73.81846134860731,934.2179451573394,-0.18407653978239666,-1.728691634059882e-07
13.3,3,73.65360339119782,934.4168528648607,-0.17133569472761284,-1.9451453449556933e-07
13.31,3,73.48107420583585,934.6150617497048,-0.06007202173349724,-1.4333985254793844e-07
13.32,3,73.30525225601679,934.8125719035245,0.10048477680776113,-5.540495285383065e-08
