Time,Distance,X,Y,Speed,Throttle,Brake,RPM,nGear,DRS,LapID,PointIndex,Year,GrandPrix,Session,Driver,LapNumber,LapTime_s,Time_s
0 days 00:01:08.583000,4477.98472222222,1447.2964930866854,694.2265856222901,304.0,100.0,False,11225.0,8,0,1,523,2023,Italian Grand Prix,R,HAM,29.0,85.582,68.583
0 days 00:01:08.776000,4494.333884323528,1427.0,480.0,304.96499968,100.0,False,11247.19499264,8,0,1,524,2023,Italian Grand Prix,R,HAM,29.0,85.582,68.776
0 days 00:01:08.783000,4494.929166666664,1426.4454235139026,473.99027008912685,305.0,100.0,False,11248.0,8,0,1,525,2023,Italian Grand Prix,R,HAM,29.0,85.582,68.783
0 days 00:01:09.056000,4518.283674650358,1412.0,309.0,307.92499931428574,100.0,False,11334.774979657142,8,0,1,526,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.056
0 days 00:01:09.063000,4518.884722222219,1411.5666155059287,304.169815676493,308.0,100.0,False,11337.0,8,0,1,527,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.063
0 days 00:01:09.336000,4542.391079390298,1390.0,70.0,309.94999954285714,100.0,False,11425.7249792,8,0,1,528,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.336
0 days 00:01:09.343000,4542.995833333331,1389.437349301953,63.82045788618703,310.0,100.0,False,11428.0,8,0,1,529,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.343
0 days 00:01:09.616000,4566.6546381171665,1368.0,-169.0,311.94999954285714,100.0,False,11467.97499062857,8,0,1,530,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.616
0 days 00:01:09.623000,4567.262499999997,1367.4092484537807,-174.89300002218644,312.0,100.0,False,11469.0,8,0,1,531,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.623
0 days 00:01:09.696000,4573.6042073234885,1361.0,-238.0,312.36499968,100.0,False,11482.86998784,8,0,1,532,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.696
0 days 00:01:09.823000,4584.651388888885,1348.2151419347545,-372.575392638228,313.0,100.0,False,11507.0,8,0,1,533,2023,Italian Grand Prix,R,HAM,29.0,85.582,69.823
0 days 00:01:10.056000,4604.974409555037,1323.0,-654.0,313.7281248,100.0,False,11547.7749888,8,0,1,534,2023,Italian Grand Prix,R,HAM,29.0,85.582,70.056
0 days 00:01:10.143000,4612.562499999996,1314.9053361538797,-743.8205966597936,314.0,100.0,False,11563.0,8,0,1,535,2023,Italian Grand Prix,R,HAM,29.0,85.582,70.143
0 days 00:01:10.303000,4626.518055555552,1302.1095103616492,-884.5059819042594,314.0,100.0,False,11597.0,8,0,1,536,2023,Italian Grand Prix,R,HAM,29.0,85.582,70.303
0 days 00:01:10.456000,4639.9509134782975,1293.0,-984.0,315.27499946666666,100.0,False,11615.274992355555,8,0,1,537,2023,Italian Grand Prix,R,HAM,29.0,85.582,70.456
0 days 00:01:10.663000,4658.2180555555515,1285.868767976602,-1061.1549238203568,317.0,100.0,False,11640.0,8,0,1,538,2023,Italian Grand Prix,R,HAM,29.0,85.582,70.663
0 days 00:01:10.856000,4675.256384849249,1274.0,-1190.0,317.5346259562772,100.0,False,11670.473679507799,8,0,1,539,2023,Italian Grand Prix,R,HAM,29.0,85.582,70.856
0 days 00:01:11.024000,4690.106388888885,1254.2057472851827,-1405.855054237748,318.0,100.0,False,11697.0,8,0,1,540,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.024
0 days 00:01:11.036000,4691.1682280966115,1253.0,-1419.0,318.05,100.0,False,11698.2,8,0,1,541,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.036
0 days 00:01:11.264000,4711.373055555551,1239.3551628865157,-1566.9573517227286,319.0,100.0,False,11721.0,8,0,1,542,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.264
0 days 00:01:11.336000,4717.766505408645,1235.0,-1613.0,319.3,100.0,False,11739.0,8,0,1,543,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.336
0 days 00:01:11.504000,4732.706388888885,1221.0453181869916,-1759.3542577175654,320.0,100.0,False,11781.0,8,0,1,544,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.504
0 days 00:01:11.576000,4739.116405257038,1215.0,-1825.0,320.18,100.0,False,11786.76,8,0,1,545,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.576
0 days 00:01:11.716000,4751.592356755145,1204.0,-1950.0,320.53,100.0,False,11797.96,8,0,1,546,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.716
0 days 00:01:11.904000,4768.373055555551,1183.7539361498316,-2174.172939600203,321.0,100.0,False,11813.0,8,0,1,547,2023,Italian Grand Prix,R,HAM,29.0,85.582,71.904
0 days 00:01:12.096000,4785.545547189542,1165.0,-2377.0,321.96,100.0,False,11854.28,8,0,1,548,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.096
0 days 00:01:12.104000,4786.261944444441,1164.4761503324646,-2382.5621721666835,322.0,100.0,False,11856.0,8,0,1,549,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.104
0 days 00:01:12.337000,4807.160216646111,1153.0,-2502.0,322.83214262857143,100.0,False,11876.803565714286,8,0,1,550,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.337
0 days 00:01:12.384000,4811.384166666663,1148.96149218689,-2545.314044625601,323.0,100.0,False,11881.0,8,0,1,551,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.384
0 days 00:01:12.657000,4835.954606118859,1117.0,-2894.0,323.9784941698078,100.0,False,11715.634485302484,8,0,1,552,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.657
0 days 00:01:12.663000,4836.494166666663,1116.4546967205522,-2900.0263062079002,324.0,100.0,False,11712.0,8,0,1,553,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.663
0 days 00:01:12.756000,4844.851664447554,1109.0,-2983.0,323.61250026666664,100.0,False,11752.687472,8,0,1,554,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.756
0 days 00:01:12.903000,4858.0274999999965,1097.2251846337133,-3115.539194341553,323.0,100.0,False,11817.0,8,0,1,555,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.903
0 days 00:01:12.956000,4862.762063881137,1093.0,-3162.0,322.55833386666666,99.55833386666667,False,11815.0125024,8,0,1,556,2023,Italian Grand Prix,R,HAM,29.0,85.582,72.956
0 days 00:01:13.143000,4879.427499999996,1078.193682097634,-3317.2390546483252,321.0,98.0,False,11808.0,8,0,1,557,2023,Italian Grand Prix,R,HAM,29.0,85.582,73.143
0 days 00:01:13.217000,4886.028011242559,1071.0,-3393.0,321.0,95.78000384,False,11782.1000448,8,0,1,558,2023,Italian Grand Prix,R,HAM,29.0,85.582,73.217
0 days 00:01:13.343000,4897.26083333333,1055.9281579285266,-3554.879889184419,321.0,92.0,False,11738.0,8,0,1,559,2023,Italian Grand Prix,R,HAM,29.0,85.582,73.343
0 days 00:01:13.497000,4910.934566136253,1038.0,-3748.0,319.71666773333334,76.6000128,False,11643.033412266666,8,0,1,560,2023,Italian Grand Prix,R,HAM,29.0,85.582,73.497
0 days 00:01:13.703000,4929.06083333333,1025.7816696596205,-3873.121420338041,318.0,56.0,False,11516.0,8,0,1,561,2023,Italian Grand Prix,R,HAM,29.0,85.582,73.703
0 days 00:01:13.917000,4947.58803847113,1012.0,-4009.0,313.18500288,26.040017919999997,False,11323.93511488,8,0,1,562,2023,Italian Grand Prix,R,HAM,29.0,85.582,73.917
0 days 00:01:14.096000,4962.80497619097,990.0,-4232.0,309.15750144,0.9800089599999993,False,11163.28255744,8,0,1,563,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.096
0 days 00:01:14.103000,4963.394166666663,989.2514869469405,-4239.38883969589,309.0,0.0,False,11157.0,8,0,1,564,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.103
0 days 00:01:14.435000,4990.762363389177,965.0,-4448.0,297.38,0.0,False,10814.21,8,0,1,565,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.435
0 days 00:01:14.503000,4996.171944444442,958.4786437261495,-4498.5426652469,295.0,0.0,True,10744.0,8,0,1,566,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.503
0 days 00:01:14.636000,5006.538176110791,944.0,-4607.0,282.531256,0.0,True,10205.3502592,8,0,1,567,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.636
0 days 00:01:14.663000,5008.616388888886,941.1087392090694,-4627.349688218671,280.0,0.0,True,10096.0,8,0,1,568,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.663
0 days 00:01:14.776000,5017.23182972173,928.0,-4712.0,274.91500288,0.0,True,9779.6001792,8,0,1,569,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.776
0 days 00:01:14.863000,5023.671944444442,914.015844597596,-4790.895249691683,271.0,0.0,True,9536.0,8,0,1,570,2023,Italian Grand Prix,R,HAM,29.0,85.582,74.863
0 days 00:01:15.023000,5034.871944444441,882.8470003564158,-4950.199304349392,252.0,0.0,True,9476.0,8,0,1,571,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.023
0 days 00:01:15.056000,5037.067515046369,877.0,-4978.0,249.2156304,0.0,True,9559.6342128,8,0,1,572,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.056
0 days 00:01:15.343000,5054.871944444442,837.3265147383519,-5132.865661157745,225.0,0.0,True,10287.0,8,0,1,573,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.343
0 days 00:01:15.543000,5066.816388888887,810.0355211050131,-5207.681999190843,215.0,0.0,True,9900.0,6,0,1,574,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.543
0 days 00:01:15.556000,5067.577484470579,808.0,-5213.0,214.5125024,0.0,True,9881.9084224,6,0,1,575,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.556
0 days 00:01:15.783000,5080.549722222219,767.282612997518,-5314.7554132238465,206.0,0.0,True,9566.0,6,0,1,576,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.783
0 days 00:01:15.976000,5091.2227617307635,721.0,-5406.0,201.65750144,0.0,True,9416.4250496,6,0,1,577,2023,Italian Grand Prix,R,HAM,29.0,85.582,75.976
0 days 00:01:16.136000,5099.902446746079,674.0,-5478.0,198.05750144,0.0,True,9292.4250496,6,0,1,578,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.136
0 days 00:01:16.183000,5102.438611111109,660.707689161489,-5496.636954678457,197.0,0.0,False,9256.0,6,0,1,579,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.183
0 days 00:01:16.316000,5109.577834699359,614.0,-5551.0,193.6750016,0.0,False,9102.218824,6,0,1,580,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.316
0 days 00:01:16.343000,5111.0163888888865,599.2813310579337,-5565.1192217351,193.0,0.0,False,9071.0,6,0,1,581,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.343
0 days 00:01:16.516000,5120.131036287286,479.0,-5667.0,190.5972231111111,0.0,False,8910.013948444444,6,0,1,582,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.516
0 days 00:01:16.703000,5129.816388888887,384.0117416251974,-5729.197973569171,188.0,0.0,False,8736.0,6,0,1,583,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.703
0 days 00:01:16.976000,5143.768792405511,296.0,-5758.0,184.10000091428572,44.84998948571429,False,8792.549986742857,6,0,1,584,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.976
0 days 00:01:16.983000,5144.127499999998,293.7836691590345,-5758.701714450309,184.0,46.0,False,8794.0,6,0,1,585,2023,Italian Grand Prix,R,HAM,29.0,85.582,76.983
0 days 00:01:17.143000,5152.3497222222195,242.66779784072168,-5774.696049745457,185.0,57.0,False,8819.0,6,0,1,586,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.143
0 days 00:01:17.236000,5157.122951384896,207.0,-5783.0,185.0,57.0,False,8819.0,6,0,1,587,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.236
0 days 00:01:17.303000,5160.571944444441,176.94518933094866,-5788.247798088348,185.0,57.0,False,8819.0,6,0,1,588,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.303
0 days 00:01:17.464000,5168.934999999997,91.57489309530278,-5798.078409149333,187.0,70.0,False,8957.0,6,0,1,589,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.464
0 days 00:01:17.576000,5174.809090624279,32.0,-5801.0,188.05,73.85,False,9070.4,6,0,1,590,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.576
0 days 00:01:17.784000,5185.823888888886,-75.18306279512552,-5795.64949073723,190.0,81.0,False,9281.0,6,0,1,591,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.784
0 days 00:01:17.816000,5187.528319685808,-94.0,-5793.0,190.4,81.26666666666667,False,9275.4,6,0,1,592,2023,Italian Grand Prix,R,HAM,29.0,85.582,77.816
0 days 00:01:18.024000,5198.690555555553,-233.39457752314746,-5763.356305417273,193.0,83.0,False,9239.0,6,0,1,593,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.024
0 days 00:01:18.037000,5199.395234043457,-242.0,-5761.0,193.3249984,83.2437488,False,9254.3561744,6,0,1,594,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.037
0 days 00:01:18.184000,5207.446111111109,-334.0771811152125,-5731.077667834888,197.0,86.0,False,9428.0,6,0,1,595,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.184
0 days 00:01:18.376000,5218.314007898553,-440.0,-5686.0,201.8,86.53333333333333,False,9691.466666666667,6,0,1,596,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.376
0 days 00:01:18.544000,5228.046111111109,-519.5123792464062,-5644.554966386013,206.0,87.0,False,9922.0,6,0,1,597,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.544
0 days 00:01:18.716000,5238.121499456122,-595.0,-5598.0,209.225,90.7625,False,10077.875,6,0,1,598,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.716
0 days 00:01:18.864000,5246.890555555554,-660.8097541310467,-5552.751157758083,212.0,94.0,False,10212.0,6,0,1,599,2023,Italian Grand Prix,R,HAM,29.0,85.582,78.864
0 days 00:01:19.016000,5256.002669139413,-737.0,-5491.0,215.16666666666666,96.53333333333333,False,10390.6,6,0,1,600,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.016
0 days 00:01:19.104000,5261.35722222222,-788.7916681783236,-5443.2843952185285,217.0,98.0,False,10494.0,6,0,1,601,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.104
0 days 00:01:19.216000,5268.277571234605,-852.0,-5382.0,220.2803338496177,98.93723824274792,False,10587.723824274792,6,0,1,602,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.216
0 days 00:01:19.343000,5276.228333333332,-901.9398157556457,-5331.948219997322,224.0,100.0,False,10694.0,6,0,1,603,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.343
0 days 00:01:19.576000,5290.988133971894,-976.0,-5240.0,227.640624,100.0,False,10952.484304,6,0,1,604,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.576
0 days 00:01:19.663000,5296.583888888887,-1019.1038558692096,-5178.704122982961,229.0,100.0,False,11049.0,6,0,1,605,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.663
0 days 00:01:19.816000,5306.552800699253,-1100.0,-5058.0,233.58999808,100.0,False,11206.58993408,6,0,1,606,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.816
0 days 00:01:19.863000,5309.639444444442,-1119.7584947674866,-5026.947170436077,235.0,100.0,False,11255.0,6,0,1,607,2023,Italian Grand Prix,R,HAM,29.0,85.582,79.863
0 days 00:01:20.103000,5325.572777777776,-1182.6285426680229,-4913.572441356573,239.0,100.0,False,11417.0,6,0,1,608,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.103
0 days 00:01:20.277000,5337.386931480113,-1219.0,-4834.0,243.34999679999999,100.0,False,11551.8499008,6,0,1,609,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.277
0 days 00:01:20.343000,5341.90611111111,-1234.475081210286,-4798.983326204782,245.0,100.0,False,11603.0,6,0,1,610,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.343
0 days 00:01:20.543000,5355.683888888888,-1284.7463196870613,-4678.783890802276,248.0,100.0,False,11824.0,6,0,1,611,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.543
0 days 00:01:20.577000,5358.039303090683,-1293.0,-4657.0,248.4249984,100.0,False,11724.833706666666,6,0,1,612,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.577
0 days 00:01:20.757000,5370.5885837955975,-1334.0,-4538.0,250.6749984,100.0,False,11199.833706666666,6,0,1,613,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.757
0 days 00:01:20.783000,5372.4172222222205,-1339.4324483634575,-4521.03197553962,251.0,100.0,False,11124.0,7,0,1,614,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.783
0 days 00:01:20.936000,5383.268363443624,-1370.0,-4417.0,253.8687488,100.0,False,10948.0500736,7,0,1,615,2023,Italian Grand Prix,R,HAM,29.0,85.582,80.936
0 days 00:01:21.103000,5395.2616666666645,-1406.1592783825793,-4267.250116456073,257.0,100.0,False,10756.0,7,0,1,616,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.103
0 days 00:01:21.256000,5406.35921936481,-1434.0,-4137.0,259.7321417142857,100.0,False,10866.9249536,7,0,1,617,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.256
0 days 00:01:21.383000,5415.639444444442,-1447.5714743819703,-4063.0346449393983,262.0,100.0,False,10959.0,7,0,1,618,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.383
0 days 00:01:21.543000,5427.4172222222205,-1458.076859711508,-3985.486385577088,265.0,100.0,False,11050.0,7,0,1,619,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.543
0 days 00:01:21.556000,5428.380560594642,-1459.0,-3978.0,265.1805546666667,100.0,False,11060.327726933334,7,0,1,620,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.556
0 days 00:01:21.896000,5453.888686506904,-1484.0,-3732.0,269.90277688888887,100.0,False,11330.438838044445,7,0,1,621,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.896
0 days 00:01:21.903000,5454.4172222222205,-1484.3783113546576,-3726.6345478362055,270.0,100.0,False,11336.0,7,0,1,622,2023,Italian Grand Prix,R,HAM,29.0,85.582,81.903
0 days 00:01:22.103000,5469.583888888887,-1492.0638713092778,-3575.089260859988,273.0,100.0,False,11377.0,7,0,1,623,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.103
0 days 00:01:22.136000,5472.1118713109445,-1493.0,-3551.0,273.5499989333333,100.0,False,11388.091645155555,7,0,1,624,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.136
0 days 00:01:22.315000,5485.971231299433,-1497.0,-3413.0,276.53333333333336,100.0,False,11448.255555555555,7,0,1,625,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.315
0 days 00:01:22.463000,5497.483888888886,-1498.7177138707937,-3242.194658760347,279.0,100.0,False,11498.0,7,0,1,626,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.463
0 days 00:01:22.516000,5501.600426350522,-1499.0,-3181.0,279.3312496,100.0,False,11524.8312176,7,0,1,627,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.516
0 days 00:01:22.623000,5509.9283333333315,-1499.0593791613885,-3070.63625164956,280.0,100.0,False,11579.0,7,0,1,628,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.623
0 days 00:01:22.863000,5528.861666666664,-1497.3968207047724,-2883.0715823135324,284.0,100.0,False,10455.0,8,0,1,629,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.863
0 days 00:01:22.916000,5533.061969936561,-1497.0,-2851.0,284.52999936,100.0,False,10476.99497344,8,0,1,630,2023,Italian Grand Prix,R,HAM,29.0,85.582,82.916
0 days 00:01:23.063000,5544.750555555553,-1495.9582795365918,-2779.054173349414,286.0,100.0,False,10538.0,8,0,1,631,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.063
0 days 00:01:23.236000,5558.635056155212,-1494.0,-2691.0,288.59499904,100.0,False,10645.25996032,8,0,1,632,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.236
0 days 00:01:23.263000,5560.806111111108,-1493.5281926498224,-2672.9487483758176,289.0,100.0,False,10662.0,8,0,1,633,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.263
0 days 00:01:23.496000,5579.572521702817,-1488.0,-2484.0,289.97083306666667,100.0,False,10746.4624768,8,0,1,634,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.496
0 days 00:01:23.503000,5580.139444444441,-1487.8155613903386,-2478.2258868645554,290.0,100.0,False,10749.0,8,0,1,635,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.503
0 days 00:01:23.676000,5594.218256168162,-1483.0,-2338.0,292.1624992,100.0,False,10776.391656533333,8,0,1,636,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.676
0 days 00:01:23.743000,5599.672777777774,-1480.9303141299006,-2283.6485879985935,293.0,100.0,False,10787.0,8,0,1,637,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.743
0 days 00:01:23.936000,5615.376150725942,-1474.0,-2126.0,293.0,100.0,False,10890.701491168635,8,0,1,638,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.936
0 days 00:01:23.944000,5616.031944444441,-1473.6675682689074,-2119.4437710407697,293.0,100.0,False,10895.0,8,0,1,639,2023,Italian Grand Prix,R,HAM,29.0,85.582,83.944
0 days 00:01:24.144000,5632.587499999997,-1464.391412732812,-1954.9912160806373,298.0,100.0,False,10980.0,8,0,1,640,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.144
0 days 00:01:24.196000,5636.923058930751,-1462.0,-1912.0,298.4727272727273,100.0,False,10996.190909090908,8,0,1,641,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.196
0 days 00:01:24.396000,5653.689525228504,-1453.0,-1746.0,300.2909090909091,100.0,False,11058.463636363636,8,0,1,642,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.396
0 days 00:01:24.577000,5668.909981073893,-1443.0,-1596.0,301.93636305454544,100.0,False,11114.820434618181,8,0,1,643,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.577
0 days 00:01:24.584000,5669.4986111111075,-1442.6069882392992,-1590.1469235413608,302.0,100.0,False,11117.0,8,0,1,644,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.584
0 days 00:01:24.756000,5683.969902944187,-1433.0,-1445.0,302.86,100.0,False,11141.94,8,0,1,645,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.756
0 days 00:01:24.784000,5686.331944444441,-1431.391413199637,-1421.2949486032571,303.0,100.0,False,11146.0,8,0,1,646,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.784
0 days 00:01:24.876000,5694.110349744458,-1426.0,-1344.0,303.6272727272727,100.0,False,11175.9,8,0,1,647,2023,Italian Grand Prix,R,HAM,29.0,85.582,84.876
0 days 00:01:25.196000,5721.341186573774,-1407.0,-1095.0,305.8090909090909,100.0,False,11279.9,8,0,1,648,2023,Italian Grand Prix,R,HAM,29.0,85.582,85.196
0 days 00:01:25.224000,5723.731944444441,-1405.4369723600016,-1074.279703394151,306.0,100.0,False,11289.0,8,0,1,649,2023,Italian Grand Prix,R,HAM,29.0,85.582,85.224
0 days 00:01:25.357000,5735.102935828953,-1398.0,-976.0,307.1083328,100.0,False,11261.8458464,8,0,1,650,2023,Italian Grand Prix,R,HAM,29.0,85.582,85.357
0 days 00:01:25.464000,5744.265277777774,-1391.1969252499864,-892.7156074724761,308.0,100.0,False,11240.0,8,0,1,651,2023,Italian Grand Prix,R,HAM,29.0,85.582,85.464
0 days 00:01:25.556000,5752.151172860236,-1385.0,-818.0,308.25555555555553,100.0,False,11283.18888888889,8,0,1,652,2023,Italian Grand Prix,R,HAM,29.0,85.582,85.556
0 days 00:01:25.582000,5754.381119320668,-1383.2330734576367,-796.4106139383422,308.3277774222222,100.0,False,11295.394384355557,8,0,1,653,2023,Italian Grand Prix,R,HAM,29.0,85.582,85.582
0 days 00:00:00,0.021855763696280617,-1374.9883132504515,-692.0020412209301,310.4785718857143,100.0,False,11469.485725257144,8,0,2,0,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.0
0 days 00:00:00.061000,5.302886179747069,-1371.0,-644.0,310.9142857142857,100.0,False,11479.942857142858,8,0,2,1,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.061
0 days 00:00:00.213000,18.497222222222227,-1363.285674573934,-553.4896125374089,312.0,100.0,False,11506.0,8,0,2,2,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.213
0 days 00:00:00.421000,36.63022786347862,-1353.0,-436.0,313.48571428571427,100.0,False,11560.971428571429,8,0,2,3,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.421
0 days 00:00:00.493000,42.91944444444445,-1347.794101214095,-375.5530511704165,314.0,100.0,False,11580.0,8,0,2,4,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.493
0 days 00:00:00.581000,50.61161543892587,-1341.0,-297.0,314.44,100.0,False,11599.8,8,0,2,5,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.581
0 days 00:00:00.693000,60.41944444444445,-1333.0826914184524,-207.60295488123364,315.0,100.0,False,11625.0,8,0,2,6,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.693
0 days 00:00:00.801000,69.90794520354282,-1324.0,-106.0,315.675,100.0,False,11634.7875,8,0,2,7,2023,Italian Grand Prix,R,HAM,48.0,85.815,0.801
0 days 00:00:01.013000,88.59722222222223,-1298.0223139703355,187.02572648977224,317.0,100.0,False,11654.0,8,0,2,8,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.013
0 days 00:00:01.061000,92.83347372127122,-1293.0,244.0,317.199170177373,100.0,False,11664.556019400768,8,0,2,9,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.061
0 days 00:00:01.254000,109.88555555555557,-1280.5442150983981,387.0348721488536,318.0,100.0,False,11707.0,8,0,2,10,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.254
0 days 00:00:01.501000,131.76824065908983,-1270.0,509.0,318.8821430857143,100.0,False,11740.521437257143,8,0,2,11,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.501
0 days 00:00:01.534000,134.6966666666667,-1267.7325303188554,534.6404248960877,319.0,100.0,False,11745.0,8,0,2,12,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.534
0 days 00:00:01.682000,147.84390568981368,-1256.0,668.0,319.6166666666667,100.0,False,11768.433333333332,8,0,2,13,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.682
0 days 00:00:01.774000,156.03000000000003,-1249.039533646544,750.5682607755047,320.0,100.0,False,11783.0,8,0,2,14,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.774
0 days 00:00:01.881000,165.56531942264564,-1241.0,845.0,320.53500032,100.0,False,11800.12001024,8,0,2,15,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.881
0 days 00:00:01.974000,173.86333333333334,-1233.6294227991737,926.9060640389024,321.0,100.0,False,11815.0,8,0,2,16,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.974
0 days 00:00:01.982000,174.57749874420418,-1233.0,934.0,321.02222222222224,100.0,False,11815.777777777777,8,0,2,17,2023,Italian Grand Prix,R,HAM,48.0,85.815,1.982
0 days 00:00:02.181000,192.36073009885627,-1218.0,1111.0,321.5750001777778,100.0,False,11835.125006222223,8,0,2,18,2023,Italian Grand Prix,R,HAM,48.0,85.815,2.181
